사업자등록번호,순번,데이터수집일자,언론사명,기사날짜,기사제목,기사내용,기자명,URL링크,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
1148601825,2,,,,,,,,I,20221104,,
1148601826,1,20220321,,,,,,,I,20221104,,
1148601826,2,,,,,,,,I,20221104,,
1148601827,1,20220408,,,,,,,I,20221104,,
1148601827,2,20220405,,,,,,,I,20221104,,
1148601827,3,20220328,,,,,,,I,20221104,,
1148601827,4,,,,,,,,I,20221104,,
1148601828,1,20220408,헬스경향,20170927,다함께 마음 모아 저녁 있는 삶을!,,,,I,20221104,,
1148601828,2,20220405,헬스경향,20170927,다함께 마음 모아 저녁 있는 삶을!,,,,I,20221104,,
1148601828,3,20220328,헬스경향,20170927,다함께 마음 모아 저녁 있는 삶을!,,,,I,20221104,,
1148601828,4,,,,,,,,I,20221104,,
1148601829,1,20220408,한국일보,20181231,"미혼모 인식 개선부터 실습비 절약까지… 청년문제 해법, 청년들이 찾았다",,,,I,20221104,,
1148601829,2,20220405,한국일보,20181231,"미혼모 인식 개선부터 실습비 절약까지… 청년문제 해법, 청년들이 찾았다",,,,I,20221104,,
1148601829,3,20220328,한국일보,20181231,"미혼모 인식 개선부터 실습비 절약까지… 청년문제 해법, 청년들이 찾았다",,,,I,20221104,,
1148601829,4,,,,,,,,I,20221104,,
1148601830,1,,,,,,,,I,20221104,,
1148601831,1,20220408,,,,,,,I,20221104,,
1148601831,2,20220405,,,,,,,I,20221104,,
1148601831,3,20220328,,,,,,,I,20221104,,
1148601831,4,,,,,,,,I,20221104,,
1148601832,1,20220321,,,,,,,I,20221104,,
1148601832,2,,,,,,,,I,20221104,,
1148601833,1,20220321,,,,,,,I,20221104,,
1148601833,2,,,,,,,,I,20221104,,
1148701834,1,20220321,,,,,,,I,20221104,,
1148701834,2,,,,,,,,I,20221104,,
1148701835,1,20220321,,,,,,,I,20221104,,
1148701835,2,,,,,,,,I,20221104,,
1148701836,1,20220321,,,,,,,I,20221104,,
1148701836,2,,,,,,,,I,20221104,,
1148701837,1,,,,,,,,I,20221104,,
1148701838,1,20220321,,,,,,,I,20221104,,
1148701838,2,,,,,,,,I,20221104,,
1148701839,1,20220321,,,,,,,I,20221104,,
1148701839,2,,,,,,,,I,20221104,,
1148701840,1,,,,,,,,I,20221104,,
1148701841,1,20220321,,,,,,,I,20221104,,
1148701841,2,,,,,,,,I,20221104,,
1148701842,1,,,,,,,,I,20221104,,
1148701843,1,,,,,,,,I,20221104,,
1148701844,1,20220321,,,,,,,I,20221104,,
1148701844,2,,,,,,,,I,20221104,,
1148701845,1,,,,,,,,I,20221104,,
1148701846,1,20220321,,,,,,,I,20221104,,
1148701846,2,,,,,,,,I,20221104,,
1148701847,1,20220408,,,,,,,I,20221104,,
1148701847,2,20220405,,,,,,,I,20221104,,
1148701847,3,20220328,중부매일,20170330,"단양군 메가솔라, 장학금 500만원 기탁",,,,I,20221104,,
1148701847,4,,,,,,,,I,20221104,,
1148701848,1,,,,,,,,I,20221104,,
1148701849,1,20220408,,,,,,,I,20221104,,
1148701849,2,20220405,,,,,,,I,20221104,,
1148701849,3,20220328,,,,,,,I,20221104,,
1148701849,4,,,,,,,,I,20221104,,
1148701850,1,,,,,,,,I,20221104,,
1148801851,1,20220408,,,,,,,I,20221104,,
1148801851,2,20220405,,,,,,,I,20221104,,
1148801851,3,20220328,,,,,,,I,20221104,,
1148801851,4,,,,,,,,I,20221104,,
1158601852,1,20220408,인벤,20200827,"드림아이디어소프트, ‘아스트라의 전설’ 가을맞이 업데이트",,,,I,20221104,,
1158601852,2,20220405,인벤,20200827,"드림아이디어소프트, ‘아스트라의 전설’ 가을맞이 업데이트",,,,I,20221104,,
1158601852,3,20220328,인벤,20200827,"드림아이디어소프트, ‘아스트라의 전설’ 가을맞이 업데이트",,,,I,20221104,,
1158601852,4,,,,,,,,I,20221104,,
1161501853,1,20220408,독서신문,20220228,[인사] 한국예탁결제원 외,,,,I,20221104,,
1161501853,2,20220405,독서신문,20220228,[인사] 한국예탁결제원 외,,,,I,20221104,,
1161501853,3,20220328,독서신문,20220228,[인사] 한국예탁결제원 외,,,,I,20221104,,
1161501853,4,,,,,,,,I,20221104,,
1168101854,1,20220321,,,,,,,I,20221104,,
1168101854,2,,,,,,,,I,20221104,,
1168101855,1,20220408,한국경제,20181227,[인사] 현대해상 ; KB금융지주 ; 국민은행 등,,,,I,20221104,,
1168101855,2,20220405,한국경제,20181227,[인사] 현대해상 ; KB금융지주 ; 국민은행 등,,,,I,20221104,,
1168101855,3,20220328,한국경제,20181227,[인사] 현대해상 ; KB금융지주 ; 국민은행 등,,,,I,20221104,,
1168101855,4,,,,,,,,I,20221104,,
1168101856,1,20220321,,,,,,,I,20221104,,
1168101856,2,,,,,,,,I,20221104,,
1168101857,1,20220408,한겨레,20220404,4월4일 알림,,,,I,20221104,,
1168101857,2,20220405,한겨레,20220404,4월4일 알림,,,,I,20221104,,
1168101857,3,20220328,AP신문,20220323,"[AP미디어동향 3월 4주] 72년 매일신문, 운송업체에 매각外",,,,I,20221104,,
1168101857,4,,,,,,,,I,20221104,,
1168101858,1,20220408,세정신문,20220303,"국세청, 제56회 납세자의 날 모범납세자 1천6명 공개",,,,I,20221104,,
1168101858,2,20220405,세정신문,20220303,"국세청, 제56회 납세자의 날 모범납세자 1천6명 공개",,,,I,20221104,,
1168101858,3,20220328,세정신문,20220303,"국세청, 제56회 납세자의 날 모범납세자 1천6명 공개",,,,I,20221104,,
1168101858,4,,,,,,,,I,20221104,,
1168101859,1,20220408,아시아에이,20210527,"KB손해보험·한국정보통신, 소상공인 사업 운영 지원 업무협약",,,,I,20221104,,
1168101859,2,20220405,아시아에이,20210527,"KB손해보험·한국정보통신, 소상공인 사업 운영 지원 업무협약",,,,I,20221104,,
1168101859,3,20220328,아시아에이,20210527,"KB손해보험·한국정보통신, 소상공인 사업 운영 지원 업무협약",,,,I,20221104,,
1168101859,4,,,,,,,,I,20221104,,
1168101860,1,20220321,,,,,,,I,20221104,,
1168101860,2,,,,,,,,I,20221104,,
1168101861,1,20220321,,,,,,,I,20221104,,
1168101861,2,,,,,,,,I,20221104,,
1168101862,1,20220408,,,,,,,I,20221104,,
1168101862,2,20220405,,,,,,,I,20221104,,
1168101862,3,20220328,,,,,,,I,20221104,,
1168101862,4,,,,,,,,I,20221104,,
1168101863,1,20220321,,,,,,,I,20221104,,
1168101863,2,,,,,,,,I,20221104,,
1168101864,1,20220408,세이프타임즈,20220128,[인사종합] 방통위·기재부·행안부 등,,,,I,20221104,,
1168101864,2,20220405,세이프타임즈,20220128,[인사종합] 방통위·기재부·행안부 등,,,,I,20221104,,
1168101864,3,20220328,세이프타임즈,20220128,[인사종합] 방통위·기재부·행안부 등,,,,I,20221104,,
1168101864,4,,,,,,,,I,20221104,,
1168101865,1,20220408,,,,,,,I,20221104,,
1168101865,2,20220405,,,,,,,I,20221104,,
1168101865,3,20220328,,,,,,,I,20221104,,
1168101865,4,,,,,,,,I,20221104,,
1168101866,1,20220321,,,,,,,I,20221104,,
1168101866,2,,,,,,,,I,20221104,,
1168101867,1,20220321,,,,,,,I,20221104,,
1168101867,2,,,,,,,,I,20221104,,
1168101868,1,,,,,,,,I,20221104,,
1168101869,1,20220321,,,,,,,I,20221104,,
1168101869,2,,,,,,,,I,20221104,,
1168101870,1,,,,,,,,I,20221104,,
1168101871,1,20220408,,,,,,,I,20221104,,
1168101871,2,20220405,,,,,,,I,20221104,,
1168101871,3,20220328,,,,,,,I,20221104,,
1168101871,4,,,,,,,,I,20221104,,
1168101872,1,20220321,,,,,,,I,20221104,,
1168101872,2,,,,,,,,I,20221104,,
1168101873,1,20220321,,,,,,,I,20221104,,
1168101873,2,,,,,,,,I,20221104,,
1168101874,1,20220321,,,,,,,I,20221104,,
1168101874,2,,,,,,,,I,20221104,,
1168101875,1,20220321,,,,,,,I,20221104,,
1168101875,2,,,,,,,,I,20221104,,
1168101876,1,20220321,,,,,,,I,20221104,,
1168101876,2,,,,,,,,I,20221104,,
1168101877,1,20220408,,,,,,,I,20221104,,
1168101877,2,20220405,,,,,,,I,20221104,,
1168101877,3,20220328,,,,,,,I,20221104,,
1168101877,4,,,,,,,,I,20221104,,
1168101878,1,,,,,,,,I,20221104,,
1168101879,1,20220408,,,,,,,I,20221104,,
1168101879,2,20220405,,,,,,,I,20221104,,
1168101879,3,20220328,,,,,,,I,20221104,,
1168101879,4,,,,,,,,I,20221104,,
1168101880,1,20220321,,,,,,,I,20221104,,
1168101880,2,,,,,,,,I,20221104,,
1168101881,1,20220408,,,,,,,I,20221104,,
1168101881,2,20220405,,,,,,,I,20221104,,
1168101881,3,20220328,,,,,,,I,20221104,,
1168101881,4,,,,,,,,I,20221104,,
1168101882,1,20220321,,,,,,,I,20221104,,
1168101882,2,,,,,,,,I,20221104,,
1168101883,1,20220408,,,,,,,I,20221104,,
1168101883,2,20220405,,,,,,,I,20221104,,
1168101883,3,20220328,,,,,,,I,20221104,,
1168101883,4,,,,,,,,I,20221104,,
1168101884,1,,,,,,,,I,20221104,,
1168101885,1,20220321,,,,,,,I,20221104,,
1168101885,2,,,,,,,,I,20221104,,
1168101886,1,20220321,,,,,,,I,20221104,,
1168101886,2,,,,,,,,I,20221104,,
1168101887,1,20220408,,,,,,,I,20221104,,
1168101887,2,20220405,,,,,,,I,20221104,,
1168101887,3,20220328,,,,,,,I,20221104,,
1168101887,4,,,,,,,,I,20221104,,
1168101888,1,20220321,,,,,,,I,20221104,,
1168101888,2,,,,,,,,I,20221104,,
1168101889,1,20220408,세정신문,20190123,"연예인 서현진·이제훈, '납세자의 날' 정부포상 후보에 올랐다",,,,I,20221104,,
1168101889,2,20220405,세정신문,20190123,"연예인 서현진·이제훈, '납세자의 날' 정부포상 후보에 올랐다",,,,I,20221104,,
1168101889,3,20220328,세정신문,20190123,"연예인 서현진·이제훈, '납세자의 날' 정부포상 후보에 올랐다",,,,I,20221104,,
1168101889,4,,,,,,,,I,20221104,,
1168101890,1,20220408,투데이에너지,20210405,[인터뷰] 서광원 경원테크 대표,,,,I,20221104,,
1168101890,2,20220405,투데이에너지,20210405,[인터뷰] 서광원 경원테크 대표,,,,I,20221104,,
1168101890,3,20220328,투데이에너지,20210405,[인터뷰] 서광원 경원테크 대표,,,,I,20221104,,
1168101890,4,,,,,,,,I,20221104,,
1168101891,1,20220408,,,,,,,I,20221104,,
1168101891,2,20220405,,,,,,,I,20221104,,
1168101891,3,20220328,,,,,,,I,20221104,,
1168101891,4,,,,,,,,I,20221104,,
1168101892,1,20220321,,,,,,,I,20221104,,
1168101892,2,,,,,,,,I,20221104,,
1168101893,1,20220321,,,,,,,I,20221104,,
1168101893,2,,,,,,,,I,20221104,,
1168101894,1,20220321,,,,,,,I,20221104,,
1168101894,2,,,,,,,,I,20221104,,
1168101895,1,20220408,이투데이,20170927,[뉴욕증시] 기술주 반등·옐런 ‘매파’ 발언에 혼조 마감…다우 0.05%↓,,,,I,20221104,,
1168101895,2,20220405,이투데이,20170927,[뉴욕증시] 기술주 반등·옐런 ‘매파’ 발언에 혼조 마감…다우 0.05%↓,,,,I,20221104,,
1168101895,3,20220328,이투데이,20170927,[뉴욕증시] 기술주 반등·옐런 ‘매파’ 발언에 혼조 마감…다우 0.05%↓,,,,I,20221104,,
1168101895,4,,,,,,,,I,20221104,,
1168101896,1,20220408,,,,,,,I,20221104,,
1168101896,2,20220405,,,,,,,I,20221104,,
1168101896,3,20220328,,,,,,,I,20221104,,
1168101896,4,,,,,,,,I,20221104,,
1168101897,1,20220408,베리타스알파,20211230,[2022정시] '1등급 반토막 예상' 영어 반영방법 '급부상'.. 수도권 인천대 10% '최저',,,,I,20221104,,
1168101897,2,20220405,베리타스알파,20211230,[2022정시] '1등급 반토막 예상' 영어 반영방법 '급부상'.. 수도권 인천대 10% '최저',,,,I,20221104,,
1168101897,3,20220328,베리타스알파,20211230,[2022정시] '1등급 반토막 예상' 영어 반영방법 '급부상'.. 수도권 인천대 10% '최저',,,,I,20221104,,
1168101897,4,,,,,,,,I,20221104,,
1168101898,1,20220321,,,,,,,I,20221104,,
1168101898,2,,,,,,,,I,20221104,,
1168101899,1,,,,,,,,I,20221104,,
1168201900,1,20220408,청년일보,20210705,"[금일 증권업계 주요기사] ""공모가 내렸는데"" 크래프톤, 흥행여부 '촉각'...'롤러코스터' 타는 최재형 전 감사원장 관련株들 外",,,,I,20221104,,
1168201900,2,20220405,청년일보,20210705,"[금일 증권업계 주요기사] ""공모가 내렸는데"" 크래프톤, 흥행여부 '촉각'...'롤러코스터' 타는 최재형 전 감사원장 관련株들 外",,,,I,20221104,,
1168201900,3,20220328,청년일보,20210705,"[금일 증권업계 주요기사] ""공모가 내렸는데"" 크래프톤, 흥행여부 '촉각'...'롤러코스터' 타는 최재형 전 감사원장 관련株들 外",,,,I,20221104,,
1168201900,4,,,,,,,,I,20221104,,
1168501901,1,20220408,세정일보,20190507,[세무서의 길-⑥] `18년 세수 '1조클럽' 가입한 성남세무서,,,,I,20221104,,
1168501901,2,20220405,세정일보,20190507,[세무서의 길-⑥] `18년 세수 '1조클럽' 가입한 성남세무서,,,,I,20221104,,
1168501901,3,20220328,세정일보,20190507,[세무서의 길-⑥] `18년 세수 '1조클럽' 가입한 성남세무서,,,,I,20221104,,
1168501901,4,,,,,,,,I,20221104,,
1170201902,1,20220321,,,,,,,I,20221104,,
1170201902,2,,,,,,,,I,20221104,,
1170301903,1,20220408,,,,,,,I,20221104,,
1170301903,2,20220405,,,,,,,I,20221104,,
1170301903,3,20220328,,,,,,,I,20221104,,
1170301903,4,,,,,,,,I,20221104,,
1170501904,1,20220408,,,,,,,I,20221104,,
1170501904,2,20220405,,,,,,,I,20221104,,
1170501904,3,20220328,,,,,,,I,20221104,,
1170501904,4,,,,,,,,I,20221104,,
1170701905,1,20220408,블록체인밸리,20200411,"[11일 낙찰/계약 동향] 금향초 e-알리미 서비스 용역 계약, 2020 정림초 안심알리미 이용 계약 건, 2020년 스타트업캠퍼스 창업공간 보안장치 설치 및 운영 용역外 낙찰/계약 동향",,,,I,20221104,,
1170701905,2,20220405,블록체인밸리,20200411,"[11일 낙찰/계약 동향] 금향초 e-알리미 서비스 용역 계약, 2020 정림초 안심알리미 이용 계약 건, 2020년 스타트업캠퍼스 창업공간 보안장치 설치 및 운영 용역外 낙찰/계약 동향",,,,I,20221104,,
1170701905,3,20220328,블록체인밸리,20200411,"[11일 낙찰/계약 동향] 금향초 e-알리미 서비스 용역 계약, 2020 정림초 안심알리미 이용 계약 건, 2020년 스타트업캠퍼스 창업공간 보안장치 설치 및 운영 용역外 낙찰/계약 동향",,,,I,20221104,,
1170701905,4,,,,,,,,I,20221104,,
1171401906,1,20220408,,,,,,,I,20221104,,
1171401906,2,20220405,,,,,,,I,20221104,,
1171401906,3,20220328,,,,,,,I,20221104,,
1171401906,4,,,,,,,,I,20221104,,
1171401907,1,20220408,,,,,,,I,20221104,,
1171401907,2,20220328,,,,,,,I,20221104,,
1171401907,3,,,,,,,,I,20221104,,
1171401908,1,20220408,이뉴스투데이,20201115,"전남도, 잠들었던 고대해상왕국 마한 깨우다",,,,I,20221104,,
1171401908,2,20220405,이뉴스투데이,20201115,"전남도, 잠들었던 고대해상왕국 마한 깨우다",,,,I,20221104,,
1171401908,3,20220328,이뉴스투데이,20201115,"전남도, 잠들었던 고대해상왕국 마한 깨우다",,,,I,20221104,,
1171401908,4,,,,,,,,I,20221104,,
1172001909,1,20220408,,,,,,,I,20221104,,
1172001909,2,20220405,,,,,,,I,20221104,,
1172001909,3,20220328,,,,,,,I,20221104,,
1172001909,4,,,,,,,,I,20221104,,
1173401910,1,20220408,,,,,,,I,20221104,,
1173401910,2,20220405,,,,,,,I,20221104,,
1173401910,3,20220328,,,,,,,I,20221104,,
1173401910,4,,,,,,,,I,20221104,,
1178101911,1,20220408,,,,,,,I,20221104,,
1178101911,2,20220405,,,,,,,I,20221104,,
1178101911,3,20220328,,,,,,,I,20221104,,
1178101911,4,,,,,,,,I,20221104,,
1178101912,1,,,,,,,,I,20221104,,
1178101913,1,20220321,,,,,,,I,20221104,,
1178101913,2,,,,,,,,I,20221104,,
1178101914,1,20220321,,,,,,,I,20221104,,
1178101914,2,,,,,,,,I,20221104,,
1178101915,1,20220321,,,,,,,I,20221104,,
1178101915,2,,,,,,,,I,20221104,,
1178101916,1,20220321,,,,,,,I,20221104,,
1178101916,2,,,,,,,,I,20221104,,
1178101917,1,,,,,,,,I,20221104,,
1178101918,1,,,,,,,,I,20221104,,
1178101919,1,20220408,한국경제,20200123,금주(1월 17일~23일)의 신설법인 1231개,,,,I,20221104,,
1178101919,2,20220405,한국경제,20200123,금주(1월 17일~23일)의 신설법인 1231개,,,,I,20221104,,
1178101919,3,20220328,한국경제,20200123,금주(1월 17일~23일)의 신설법인 1231개,,,,I,20221104,,
1178101919,4,,,,,,,,I,20221104,,
1178101920,1,20220321,,,,,,,I,20221104,,
1178101920,2,,,,,,,,I,20221104,,
1178101921,1,20220321,,,,,,,I,20221104,,
1178101921,2,,,,,,,,I,20221104,,
1178101922,1,20220321,,,,,,,I,20221104,,
1178101922,2,,,,,,,,I,20221104,,
1178101923,1,20220321,,,,,,,I,20221104,,
1178101923,2,,,,,,,,I,20221104,,
1178101924,1,20220408,,,,,,,I,20221104,,
1178101924,2,20220405,,,,,,,I,20221104,,
1178101924,3,20220328,,,,,,,I,20221104,,
1178101924,4,,,,,,,,I,20221104,,
1178101925,1,20220321,,,,,,,I,20221104,,
1178101925,2,,,,,,,,I,20221104,,
1178101926,1,20220408,,,,,,,I,20221104,,
1178101926,2,20220405,,,,,,,I,20221104,,
1178101926,3,20220328,,,,,,,I,20221104,,
1178101926,4,,,,,,,,I,20221104,,
1178101927,1,20220408,,,,,,,I,20221104,,
1178101927,2,20220405,,,,,,,I,20221104,,
1178101927,3,20220328,,,,,,,I,20221104,,
1178101927,4,,,,,,,,I,20221104,,
1178101928,1,20220321,,,,,,,I,20221104,,
1178101928,2,,,,,,,,I,20221104,,
1178101929,1,,,,,,,,I,20221104,,
1178101930,1,20220321,,,,,,,I,20221104,,
1178101930,2,,,,,,,,I,20221104,,
1178101931,1,20220321,,,,,,,I,20221104,,
1178101931,2,,,,,,,,I,20221104,,
1178101932,1,20220321,,,,,,,I,20221104,,
1178101932,2,,,,,,,,I,20221104,,
1178101933,1,20220408,,,,,,,I,20221104,,
1178101933,2,20220405,,,,,,,I,20221104,,
1178101933,3,20220328,,,,,,,I,20221104,,
1178101933,4,,,,,,,,I,20221104,,
1178101934,1,20220408,데일리e스포츠,20181121,"[이슈] 경기도, 2018 차이나라이선싱엑스포 경기도관 운영",,,,I,20221104,,
1178101934,2,20220405,데일리e스포츠,20181121,"[이슈] 경기도, 2018 차이나라이선싱엑스포 경기도관 운영",,,,I,20221104,,
1178101934,3,20220328,데일리e스포츠,20181121,"[이슈] 경기도, 2018 차이나라이선싱엑스포 경기도관 운영",,,,I,20221104,,
1178101934,4,,,,,,,,I,20221104,,
1178101935,1,20220408,서울와이어,20190114,정부 금융세제 혜택 누리는 지식산업센터 '선유도역 투웨니퍼스트밸리' 분양 ,,,,I,20221104,,
1178101935,2,20220405,서울와이어,20190114,정부 금융세제 혜택 누리는 지식산업센터 '선유도역 투웨니퍼스트밸리' 분양 ,,,,I,20221104,,
1178101935,3,20220328,서울와이어,20190114,정부 금융세제 혜택 누리는 지식산업센터 '선유도역 투웨니퍼스트밸리' 분양 ,,,,I,20221104,,
1178101935,4,,,,,,,,I,20221104,,
1178101936,1,20220321,,,,,,,I,20221104,,
1178101936,2,,,,,,,,I,20221104,,
1178101937,1,,,,,,,,I,20221104,,
1178101938,1,20220321,,,,,,,I,20221104,,
1178101938,2,,,,,,,,I,20221104,,
1178101939,1,,,,,,,,I,20221104,,
1178101940,1,20220321,,,,,,,I,20221104,,
1178101940,2,,,,,,,,I,20221104,,
1178101941,1,20220321,,,,,,,I,20221104,,
1178101941,2,,,,,,,,I,20221104,,
1178101942,1,20220321,,,,,,,I,20221104,,
1178101942,2,,,,,,,,I,20221104,,
1178101943,1,20220408,경향신문,20180222,오늘의 부고 - 2018년 2월 23일,,,,I,20221104,,
1178101943,2,20220405,경향신문,20180222,오늘의 부고 - 2018년 2월 23일,,,,I,20221104,,
1178101943,3,20220328,경향신문,20180222,오늘의 부고 - 2018년 2월 23일,,,,I,20221104,,
1178101943,4,,,,,,,,I,20221104,,
1178101944,1,20220408,,,,,,,I,20221104,,
1178101944,2,20220405,,,,,,,I,20221104,,
1178101944,3,20220328,,,,,,,I,20221104,,
1178101944,4,,,,,,,,I,20221104,,
1178101945,1,20220321,,,,,,,I,20221104,,
1178101945,2,,,,,,,,I,20221104,,
1178101946,1,20220408,,,,,,,I,20221104,,
1178101946,2,20220405,,,,,,,I,20221104,,
1178101946,3,20220328,,,,,,,I,20221104,,
1178101946,4,,,,,,,,I,20221104,,
1178101947,1,20220408,약업신문,20210323,심혈관 질환 예방 새로운 강자 ‘나토균배양분말,,,,I,20221104,,
1178101947,2,20220405,약업신문,20210323,심혈관 질환 예방 새로운 강자 ‘나토균배양분말,,,,I,20221104,,
1178101947,3,20220328,약업신문,20210323,심혈관 질환 예방 새로운 강자 ‘나토균배양분말,,,,I,20221104,,
1178101947,4,,,,,,,,I,20221104,,
1178101948,1,20220408,,,,,,,I,20221104,,
1178101948,2,20220405,,,,,,,I,20221104,,
1178101948,3,20220328,,,,,,,I,20221104,,
1178101948,4,,,,,,,,I,20221104,,
1178101949,1,20220408,,,,,,,I,20221104,,
1178101949,2,20220405,,,,,,,I,20221104,,
1178101949,3,20220328,,,,,,,I,20221104,,
1178101949,4,,,,,,,,I,20221104,,
1178101950,1,20220408,,,,,,,I,20221104,,
1178101950,2,20220405,,,,,,,I,20221104,,
1178101950,3,20220328,,,,,,,I,20221104,,
1178101950,4,,,,,,,,I,20221104,,
1178101951,1,,,,,,,,I,20221104,,
1178101952,1,20220321,,,,,,,I,20221104,,
1178101952,2,,,,,,,,I,20221104,,
1178101953,1,20220408,,,,,,,I,20221104,,
1178101953,2,20220405,,,,,,,I,20221104,,
1178101953,3,20220328,,,,,,,I,20221104,,
1178101953,4,,,,,,,,I,20221104,,
1178101954,1,20220408,매일경제,20220330,"쇼핑몰 제작 솔루션 ‘마이샵’, “퍼스널 브랜딩 시대에 발맞춰..” 기능 업데이트",,,,I,20221104,,
1178101954,2,20220405,매일경제,20220330,"쇼핑몰 제작 솔루션 ‘마이샵’, “퍼스널 브랜딩 시대에 발맞춰..” 기능 업데이트",,,,I,20221104,,
1178101954,3,20220328,,,,,,,I,20221104,,
1178101954,4,,,,,,,,I,20221104,,
1178101955,1,20220321,,,,,,,I,20221104,,
1178101955,2,,,,,,,,I,20221104,,
1178101956,1,20220321,,,,,,,I,20221104,,
1178101956,2,,,,,,,,I,20221104,,
1178101957,1,20220408,데일리시큐,20201214,"NIPA, 국내 유망 디지털 콘텐츠 비대면 해외 진출 지원 성황리 마감",,,,I,20221104,,
1178101957,2,20220405,데일리시큐,20201214,"NIPA, 국내 유망 디지털 콘텐츠 비대면 해외 진출 지원 성황리 마감",,,,I,20221104,,
1178101957,3,20220328,데일리시큐,20201214,"NIPA, 국내 유망 디지털 콘텐츠 비대면 해외 진출 지원 성황리 마감",,,,I,20221104,,
1178101957,4,,,,,,,,I,20221104,,
1178101958,1,20220321,,,,,,,I,20221104,,
1178101958,2,,,,,,,,I,20221104,,
1178101959,1,,,,,,,,I,20221104,,
1178101960,1,20220321,,,,,,,I,20221104,,
1178101960,2,,,,,,,,I,20221104,,
1178101961,1,20220408,,,,,,,I,20221104,,
1178101961,2,20220405,,,,,,,I,20221104,,
1178101961,3,20220328,,,,,,,I,20221104,,
1178101961,4,,,,,,,,I,20221104,,
1178101962,1,,,,,,,,I,20221104,,
1178101963,1,20220408,세계일보,20190509,2019 상반기 재능나눔 공헌대상&창조혁신경영대상 시상식 개최,,,,I,20221104,,
1178101963,2,20220405,세계일보,20190509,2019 상반기 재능나눔 공헌대상&창조혁신경영대상 시상식 개최,,,,I,20221104,,
1178101963,3,20220328,세계일보,20190509,2019 상반기 재능나눔 공헌대상&창조혁신경영대상 시상식 개최,,,,I,20221104,,
1178101963,4,,,,,,,,I,20221104,,
1178101964,1,20220408,,,,,,,I,20221104,,
1178101964,2,20220405,,,,,,,I,20221104,,
1178101964,3,20220328,,,,,,,I,20221104,,
1178101964,4,,,,,,,,I,20221104,,
1178101965,1,,,,,,,,I,20221104,,
1178101966,1,20220321,,,,,,,I,20221104,,
1178101966,2,,,,,,,,I,20221104,,
1178101967,1,20220321,,,,,,,I,20221104,,
1178101967,2,,,,,,,,I,20221104,,
1178101968,1,20220408,,,,,,,I,20221104,,
1178101968,2,20220405,,,,,,,I,20221104,,
1178101968,3,20220328,,,,,,,I,20221104,,
1178101968,4,,,,,,,,I,20221104,,
1178501969,1,20220408,셀럽미디어,20220203,"메가박스, ‘종합 공간 사업자’ 출사표 던졌다…2022년 비전 발표",,,,I,20221104,,
1178501969,2,20220405,셀럽미디어,20220203,"메가박스, ‘종합 공간 사업자’ 출사표 던졌다…2022년 비전 발표",,,,I,20221104,,
1178501969,3,20220328,셀럽미디어,20220203,"메가박스, ‘종합 공간 사업자’ 출사표 던졌다…2022년 비전 발표",,,,I,20221104,,
1178501969,4,,,,,,,,I,20221104,,
1178701970,1,,,,,,,,I,20221104,,
1178801971,1,20220408,,,,,,,I,20221104,,
1178801971,2,20220405,,,,,,,I,20221104,,
1178801971,3,20220328,,,,,,,I,20221104,,
1178801971,4,,,,,,,,I,20221104,,
1180101972,1,20220408,,,,,,,I,20221104,,
1180101972,2,20220405,,,,,,,I,20221104,,
1180101972,3,20220328,,,,,,,I,20221104,,
1180101972,4,,,,,,,,I,20221104,,
1180601973,1,20220408,,,,,,,I,20221104,,
1180601973,2,20220405,,,,,,,I,20221104,,
1180601973,3,20220328,,,,,,,I,20221104,,
1180601973,4,,,,,,,,I,20221104,,
1180601974,1,,,,,,,,I,20221104,,
1180701975,1,20220408,블록체인밸리,20200127,"[27일 낙찰/계약 동향] 2020년 사이버교육 강좌개설 및 운영 용역, 2020학년도 대구왕선초 방과후학교 프로그램(영어)운영 용역 계약, 특별교실 및 관리실 공기청정기 임차 및 유지관리 용역外 낙찰/계약 동향",,,,I,20221104,,
1180701975,2,20220405,블록체인밸리,20200127,"[27일 낙찰/계약 동향] 2020년 사이버교육 강좌개설 및 운영 용역, 2020학년도 대구왕선초 방과후학교 프로그램(영어)운영 용역 계약, 특별교실 및 관리실 공기청정기 임차 및 유지관리 용역外 낙찰/계약 동향",,,,I,20221104,,
1180701975,3,20220328,블록체인밸리,20200127,"[27일 낙찰/계약 동향] 2020년 사이버교육 강좌개설 및 운영 용역, 2020학년도 대구왕선초 방과후학교 프로그램(영어)운영 용역 계약, 특별교실 및 관리실 공기청정기 임차 및 유지관리 용역外 낙찰/계약 동향",,,,I,20221104,,
1180701975,4,,,,,,,,I,20221104,,
1181301976,1,20220408,산업일보,20191231,[동영상 뉴스] ‘전국스포츠 비행드론대회’ 개최…국내 드론 산업 이끌 미래 인재 찾는다,,,,I,20221104,,
1181301976,2,20220405,산업일보,20191231,[동영상 뉴스] ‘전국스포츠 비행드론대회’ 개최…국내 드론 산업 이끌 미래 인재 찾는다,,,,I,20221104,,
1181301976,3,20220328,산업일보,20191231,[동영상 뉴스] ‘전국스포츠 비행드론대회’ 개최…국내 드론 산업 이끌 미래 인재 찾는다,,,,I,20221104,,
1181301976,4,,,,,,,,I,20221104,,
1188101977,1,20220408,,,,,,,I,20221104,,
1188101977,2,20220405,,,,,,,I,20221104,,
1188101977,3,20220328,,,,,,,I,20221104,,
